brick_id,x_mm,y_mm,z_mm,orientation,active
2768,4200,700,600,X,1
2769,0,800,600,X,1
2770,4200,800,600,X,1
2771,0,900,600,X,1
2772,4200,900,600,X,1
2773,0,1000,600,X,1
2774,4200,1000,600,X,1
2775,0,1100,600,X,1
2776,4200,1100,600,X,1
2777,0,1200,600,X,1
2778,4200,1200,600,X,1
2779,0,1300,600,X,1
2780,4200,1300,600,X,1
2781,0,1400,600,X,1
2782,4200,1400,600,X,1
2783,0,1500,600,X,1
2784,4200,1500,600,X,1
2785,0,1600,600,X,1
2786,4200,1600,600,X,1
2787,0,1700,600,X,1
2788,4200,1700,600,X,1
2789,0,1800,600,X,1
2790,4200,1800,600,X,1
2791,0,1900,600,X,1
2792,4200,1900,600,X,1
2793,0,2000,600,X,1
2794,4200,2000,600,X,1
2795,0,2100,600,X,1
2796,4200,2100,600,X,1
2797,0,2200,600,X,1
2798,4200,2200,600,X,1
2799,0,2300,600,X,1
2800,4200,2300,600,X,1
2801,0,2400,600,X,1
2802,4200,2400,600,X,1
2803,0,2500,600,X,1
2804,4200,2500,600,X,1
2805,0,2600,600,X,1
2806,4200,2600,600,X,1
2807,0,2700,600,X,1
2808,4200,2700,600,X,1
2809,0,2800,600,X,1
2810,4200,2800,600,X,1
2811,0,2900,600,X,1
2812,4200,2900,600,X,1
2813,0,3000,600,X,1
2814,4200,3000,600,X,1
2815,0,3100,600,X,1
2816,4200,3100,600,X,1
2817,0,3200,600,X,1
2818,4200,3200,600,X,1
2819,0,3300,600,X,1
2820,4200,3300,600,X,1
2821,0,3400,600,X,1
2822,4200,3400,600,X,1
2823,0,3500,600,X,1
2824,4200,3500,600,X,1
2825,0,3600,600,X,1
2826,4200,3600,600,X,1
2827,0,3700,600,X,1
2828,4200,3700,600,X,1
2829,0,3800,600,X,1
2830,4200,3800,600,X,1
2831,0,3900,600,X,1
2832,4200,3900,600,X,1
2833,0,4000,600,X,1
2834,4200,4000,600,X,1
2835,0,4100,600,X,1
2836,4200,4100,600,X,1
2837,0,4200,600,X,1
2838,4200,4200,600,X,1
2839,0,4300,600,X,1
2840,4200,4300,600,X,1
2841,0,4400,600,X,1
2842,200,4400,600,X,1
2843,400,4400,600,X,1
2844,600,4400,600,X,1
2845,800,4400,600,X,1
2846,1000,4400,600,X,1
2847,1200,4400,600,X,1
2848,1400,4400,600,X,1
2849,1600,4400,600,X,1
2850,1800,4400,600,X,1
2851,2000,4400,600,X,1
2852,2200,4400,600,X,1
2853,2400,4400,600,X,1
2854,2600,4400,600,X,1
2855,2800,4400,600,X,1
2856,3000,4400,600,X,1
2857,3200,4400,600,X,1
2858,3400,4400,600,X,1
2859,3600,4400,600,X,1
2860,3800,4400,600,X,1
2861,4000,4400,600,X,1
2862,4200,4400,600,X,1
2863,0,4500,600,X,1
2864,200,4500,600,X,1
2865,400,4500,600,X,1
2866,600,4500,600,X,1
2867,800,4500,600,X,1
2868,1000,4500,600,X,1
2869,1200,4500,600,X,1
2870,1400,4500,600,X,1
2871,1600,4500,600,X,1
2872,1800,4500,600,X,1
2873,2000,4500,600,X,1
2874,2200,4500,600,X,1
2875,2400,4500,600,X,1
2876,2600,4500,600,X,1
2877,2800,4500,600,X,1
2878,3000,4500,600,X,1
2879,3200,4500,600,X,1
2880,3400,4500,600,X,1
2881,3600,4500,600,X,1
2882,3800,4500,600,X,1
2883,4000,4500,600,X,1
2884,4200,4500,600,X,1
2885,0,0,700,X,1
2886,200,0,700,X,1
2887,400,0,700,X,1
2888,600,0,700,X,1
2889,800,0,700,X,1
2890,1000,0,700,X,0
2891,1200,0,700,X,0
2892,1400,0,700,X,0
2893,1600,0,700,X,0
2894,1800,0,700,X,0
2895,2000,0,700,X,1
2896,2200,0,700,X,1
2897,2400,0,700,X,1
2898,2600,0,700,X,1
2899,2800,0,700,X,1
2900,3000,0,700,X,1
2901,3200,0,700,X,1
2902,3400,0,700,X,1
2903,3600,0,700,X,1
2904,3800,0,700,X,1
2905,4000,0,700,X,1
2906,4200,0,700,X,1
2907,0,100,700,X,1
2908,200,100,700,X,1
2909,400,100,700,X,1
2910,600,100,700,X,1
2911,800,100,700,X,1
2912,1000,100,700,X,0
2913,1200,100,700,X,0
2914,1400,100,700,X,0
2915,1600,100,700,X,0
2916,1800,100,700,X,0
2917,2000,100,700,X,1
2918,2200,100,700,X,1
2919,2400,100,700,X,1
2920,2600,100,700,X,1
2921,2800,100,700,X,1
2922,3000,100,700,X,1
2923,3200,100,700,X,1
2924,3400,100,700,X,1
2925,3600,100,700,X,1
2926,3800,100,700,X,1
2927,4000,100,700,X,1
2928,4200,100,700,X,1
2929,0,200,700,X,1
2930,4200,200,700,X,1
2931,0,300,700,X,1
2932,4200,300,700,X,1
2933,0,400,700,X,1
2934,4200,400,700,X,1
2935,0,500,700,X,1
2936,4200,500,700,X,1
2937,0,600,700,X,1
2938,4200,600,700,X,1
2939,0,700,700,X,1
2940,4200,700,700,X,1
2941,0,800,700,X,1
2942,4200,800,700,X,1
2943,0,900,700,X,1
2944,4200,900,700,X,1
2945,0,1000,700,X,1
2946,4200,1000,700,X,1
2947,0,1100,700,X,1
2948,4200,1100,700,X,1
2949,0,1200,700,X,1
2950,4200,1200,700,X,1
2951,0,1300,700,X,1
2952,4200,1300,700,X,1
2953,0,1400,700,X,1
2954,4200,1400,700,X,1
2955,0,1500,700,X,1
2956,4200,1500,700,X,1
2957,0,1600,700,X,1
2958,4200,1600,700,X,1
2959,0,1700,700,X,1
2960,4200,1700,700,X,1
2961,0,1800,700,X,1
2962,4200,1800,700,X,1
2963,0,1900,700,X,1
2964,4200,1900,700,X,1
2965,0,2000,700,X,1
2966,4200,2000,700,X,1
2967,0,2100,700,X,1
2968,4200,2100,700,X,1
2969,0,2200,700,X,1
2970,4200,2200,700,X,1
2971,0,2300,700,X,1
2972,4200,2300,700,X,1
2973,0,2400,700,X,1
2974,4200,2400,700,X,1
2975,0,2500,700,X,1
2976,4200,2500,700,X,1
2977,0,2600,700,X,1
2978,4200,2600,700,X,1
2979,0,2700,700,X,1
2980,4200,2700,700,X,1
2981,0,2800,700,X,1
2982,4200,2800,700,X,1
2983,0,2900,700,X,1
2984,4200,2900,700,X,1
2985,0,3000,700,X,1
2986,4200,3000,700,X,1
2987,0,3100,700,X,1
2988,4200,3100,700,X,1
2989,0,3200,700,X,1
2990,4200,3200,700,X,1
2991,0,3300,700,X,1
2992,4200,3300,700,X,1
2993,0,3400,700,X,1
2994,4200,3400,700,X,1
2995,0,3500,700,X,1
2996,4200,3500,700,X,1
2997,0,3600,700,X,1
2998,4200,3600,700,X,1
2999,0,3700,700,X,1
3000,4200,3700,700,X,1
3001,0,3800,700,X,1
3002,4200,3800,700,X,1
3003,0,3900,700,X,1
3004,4200,3900,700,X,1
3005,0,4000,700,X,1
3006,4200,4000,700,X,1
3007,0,4100,700,X,1
3008,4200,4100,700,X,1
3009,0,4200,700,X,1
3010,4200,4200,700,X,1
3011,0,4300,700,X,1
3012,4200,4300,700,X,1
3013,0,4400,700,X,1
3014,200,4400,700,X,1
3015,400,4400,700,X,1
3016,600,4400,700,X,1
3017,800,4400,700,X,1
3018,1000,4400,700,X,1
3019,1200,4400,700,X,1
3020,1400,4400,700,X,1
3021,1600,4400,700,X,1
3022,1800,4400,700,X,1
3023,2000,4400,700,X,1
3024,2200,4400,700,X,1
3025,2400,4400,700,X,1
3026,2600,4400,700,X,1
3027,2800,4400,700,X,1
3028,3000,4400,700,X,1
3029,3200,4400,700,X,1
3030,3400,4400,700,X,1
3031,3600,4400,700,X,1
3032,3800,4400,700,X,1
3033,4000,4400,700,X,1
3034,4200,4400,700,X,1
3035,0,4500,700,X,1
3036,200,4500,700,X,1
3037,400,4500,700,X,1
3038,600,4500,700,X,1
3039,800,4500,700,X,1
3040,1000,4500,700,X,1
3041,1200,4500,700,X,1
3042,1400,4500,700,X,1
3043,1600,4500,700,X,1
3044,1800,4500,700,X,1
3045,2000,4500,700,X,1
3046,2200,4500,700,X,1
3047,2400,4500,700,X,1
3048,2600,4500,700,X,1
3049,2800,4500,700,X,1
3050,3000,4500,700,X,1
3051,3200,4500,700,X,1
3052,3400,4500,700,X,1
3053,3600,4500,700,X,1
3054,3800,4500,700,X,1
3055,4000,4500,700,X,1
3056,4200,4500,700,X,1
3057,0,0,800,X,1
3058,200,0,800,X,1
3059,400,0,800,X,1
3060,600,0,800,X,1
3061,800,0,800,X,1
3062,1000,0,800,X,0
3063,1200,0,800,X,0
3064,1400,0,800,X,0
3065,1600,0,800,X,0
3066,1800,0,800,X,0
3067,2000,0,800,X,1
3068,2200,0,800,X,1
3069,2400,0,800,X,1
3070,2600,0,800,X,1
3071,2800,0,800,X,1
3072,3000,0,800,X,1
3073,3200,0,800,X,1
3074,3400,0,800,X,1
3075,3600,0,800,X,1
3076,3800,0,800,X,1
3077,4000,0,800,X,1
3078,4200,0,800,X,1
3079,0,100,800,X,1
3080,200,100,800,X,1
3081,400,100,800,X,1
3082,600,100,800,X,1
3083,800,100,800,X,1
3084,1000,100,800,X,0
3085,1200,100,800,X,0
3086,1400,100,800,X,0
3087,1600,100,800,X,0
3088,1800,100,800,X,0
3089,2000,100,800,X,1
3090,2200,100,800,X,1
3091,2400,100,800,X,1
3092,2600,100,800,X,1
3093,2800,100,800,X,1
3094,3000,100,800,X,1
3095,3200,100,800,X,1
3096,3400,100,800,X,1
3097,3600,100,800,X,1
3098,3800,100,800,X,1
3099,4000,100,800,X,1
3100,4200,100,800,X,1
3101,0,200,800,X,1
3102,4200,200,800,X,1
3103,0,300,800,X,1
3104,4200,300,800,X,1
3105,0,400,800,X,1
3106,4200,400,800,X,1
3107,0,500,800,X,1
3108,4200,500,800,X,1
3109,0,600,800,X,1
3110,4200,600,800,X,1
3111,0,700,800,X,1
3112,4200,700,800,X,1
3113,0,800,800,X,1
3114,4200,800,800,X,1
3115,0,900,800,X,1
3116,4200,900,800,X,1
3117,0,1000,800,X,1
3118,4200,1000,800,X,1
3119,0,1100,800,X,1
3120,4200,1100,800,X,1
3121,0,1200,800,X,1
3122,4200,1200,800,X,1
3123,0,1300,800,X,1
3124,4200,1300,800,X,1
3125,0,1400,800,X,1
3126,4200,1400,800,X,1
3127,0,1500,800,X,1
3128,4200,1500,800,X,1
3129,0,1600,800,X,1
3130,4200,1600,800,X,1
3131,0,1700,800,X,1
3132,4200,1700,800,X,1
3133,0,1800,800,X,1
3134,4200,1800,800,X,1
3135,0,1900,800,X,1
3136,4200,1900,800,X,1
3137,0,2000,800,X,1
3138,4200,2000,800,X,1
3139,0,2100,800,X,1
3140,4200,2100,800,X,1
3141,0,2200,800,X,1
3142,4200,2200,800,X,1
3143,0,2300,800,X,1
3144,4200,2300,800,X,1
3145,0,2400,800,X,1
3146,4200,2400,800,X,1
3147,0,2500,800,X,1
3148,4200,2500,800,X,1
3149,0,2600,800,X,1
3150,4200,2600,800,X,1
3151,0,2700,800,X,1
3152,4200,2700,800,X,1
3153,0,2800,800,X,1
3154,4200,2800,800,X,1
3155,0,2900,800,X,1
3156,4200,2900,800,X,1
3157,0,3000,800,X,1
3158,4200,3000,800,X,1
3159,0,3100,800,X,1
3160,4200,3100,800,X,1
3161,0,3200,800,X,1
3162,4200,3200,800,X,1
3163,0,3300,800,X,1
3164,4200,3300,800,X,1
3165,0,3400,800,X,1
3166,4200,3400,800,X,1
3167,0,3500,800,X,1
3168,4200,3500,800,X,1
3169,0,3600,800,X,1
3170,4200,3600,800,X,1
3171,0,3700,800,X,1
3172,4200,3700,800,X,1
3173,0,3800,800,X,1
3174,4200,3800,800,X,1
3175,0,3900,800,X,1
3176,4200,3900,800,X,1
3177,0,4000,800,X,1
3178,4200,4000,800,X,1
3179,0,4100,800,X,1
3180,4200,4100,800,X,1
3181,0,4200,800,X,1
3182,4200,4200,800,X,1
3183,0,4300,800,X,1
3184,4200,4300,800,X,1
3185,0,4400,800,X,1
3186,200,4400,800,X,1
3187,400,4400,800,X,1
3188,600,4400,800,X,1
3189,800,4400,800,X,1
3190,1000,4400,800,X,1
3191,1200,4400,800,X,1
3192,1400,4400,800,X,1
3193,1600,4400,800,X,1
3194,1800,4400,800,X,1
3195,2000,4400,800,X,1
3196,2200,4400,800,X,1
3197,2400,4400,800,X,1
3198,2600,4400,800,X,1
3199,2800,4400,800,X,1
3200,3000,4400,800,X,1
3201,3200,4400,800,X,1
3202,3400,4400,800,X,1
3203,3600,4400,800,X,1
3204,3800,4400,800,X,1
3205,4000,4400,800,X,1
3206,4200,4400,800,X,1
3207,0,4500,800,X,1
3208,200,4500,800,X,1
3209,400,4500,800,X,1
3210,600,4500,800,X,1
3211,800,4500,800,X,1
3212,1000,4500,800,X,1
3213,1200,4500,800,X,1
3214,1400,4500,800,X,1
3215,1600,4500,800,X,1
3216,1800,4500,800,X,1
3217,2000,4500,800,X,1
3218,2200,4500,800,X,1
3219,2400,4500,800,X,1
3220,2600,4500,800,X,1
3221,2800,4500,800,X,1
3222,3000,4500,800,X,1
3223,3200,4500,800,X,1
3224,3400,4500,800,X,1
3225,3600,4500,800,X,1
3226,3800,4500,800,X,1
3227,4000,4500,800,X,1
3228,4200,4500,800,X,1
3229,0,0,900,X,1
3230,200,0,900,X,1
3231,400,0,900,X,1
3232,600,0,900,X,1
3233,800,0,900,X,1
3234,1000,0,900,X,0
3235,1200,0,900,X,0
3236,1400,0,900,X,0
3237,1600,0,900,X,0
3238,1800,0,900,X,0
3239,2000,0,900,X,1
3240,2200,0,900,X,1
3241,2400,0,900,X,1
3242,2600,0,900,X,1
3243,2800,0,900,X,1
3244,3000,0,900,X,1
3245,3200,0,900,X,1
3246,3400,0,900,X,1
3247,3600,0,900,X,1
3248,3800,0,900,X,1
3249,4000,0,900,X,1
3250,4200,0,900,X,1
3251,0,100,900,X,1
3252,200,100,900,X,1
3253,400,100,900,X,1
3254,600,100,900,X,1
3255,800,100,900,X,1
3256,1000,100,900,X,0
3257,1200,100,900,X,0
3258,1400,100,900,X,0
3259,1600,100,900,X,0
3260,1800,100,900,X,0
3261,2000,100,900,X,1
3262,2200,100,900,X,1
3263,2400,100,900,X,1
3264,2600,100,900,X,1
3265,2800,100,900,X,1
3266,3000,100,900,X,1
3267,3200,100,900,X,1
3268,3400,100,900,X,1
3269,3600,100,900,X,1
3270,3800,100,900,X,1
3271,4000,100,900,X,1
3272,4200,100,900,X,1
3273,0,200,900,X,1
3274,4200,200,900,X,1
3275,0,300,900,X,1
3276,4200,300,900,X,1
3277,0,400,900,X,1
3278,4200,400,900,X,1
3279,0,500,900,X,1
3280,4200,500,900,X,1
3281,0,600,900,X,1
3282,4200,600,900,X,1
3283,0,700,900,X,1
3284,4200,700,900,X,1
3285,0,800,900,X,1
3286,4200,800,900,X,1
3287,0,900,900,X,1
3288,4200,900,900,X,1
3289,0,1000,900,X,1
3290,4200,1000,900,X,1
3291,0,1100,900,X,1
3292,4200,1100,900,X,1
3293,0,1200,900,X,1
3294,4200,1200,900,X,1
3295,0,1300,900,X,1
3296,4200,1300,900,X,1
3297,0,1400,900,X,1
3298,4200,1400,900,X,1
3299,0,1500,900,X,1
3300,4200,1500,900,X,1
3301,0,1600,900,X,1
3302,4200,1600,900,X,1
3303,0,1700,900,X,1
3304,4200,1700,900,X,1
3305,0,1800,900,X,1
3306,4200,1800,900,X,1
3307,0,1900,900,X,1
3308,4200,1900,900,X,1
3309,0,2000,900,X,1
3310,4200,2000,900,X,1
3311,0,2100,900,X,1
3312,4200,2100,900,X,1
3313,0,2200,900,X,1
3314,4200,2200,900,X,1
3315,0,2300,900,X,1
3316,4200,2300,900,X,1
3317,0,2400,900,X,1
3318,4200,2400,900,X,1
3319,0,2500,900,X,1
3320,4200,2500,900,X,1
3321,0,2600,900,X,1
3322,4200,2600,900,X,1
3323,0,2700,900,X,1
3324,4200,2700,900,X,1
3325,0,2800,900,X,1
3326,4200,2800,900,X,1
3327,0,2900,900,X,1
3328,4200,2900,900,X,1
3329,0,3000,900,X,1
3330,4200,3000,900,X,1
3331,0,3100,900,X,1
3332,4200,3100,900,X,1
3333,0,3200,900,X,1
3334,4200,3200,900,X,1
3335,0,3300,900,X,1
3336,4200,3300,900,X,1
3337,0,3400,900,X,1
3338,4200,3400,900,X,1
3339,0,3500,900,X,1
3340,4200,3500,900,X,1
3341,0,3600,900,X,1
3342,4200,3600,900,X,1
3343,0,3700,900,X,1
3344,4200,3700,900,X,1
3345,0,3800,900,X,1
3346,4200,3800,900,X,1
3347,0,3900,900,X,1
3348,4200,3900,900,X,1
3349,0,4000,900,X,1
3350,4200,4000,900,X,1
3351,0,4100,900,X,1
3352,4200,4100,900,X,1
3353,0,4200,900,X,1
3354,4200,4200,900,X,1
3355,0,4300,900,X,1
3356,4200,4300,900,X,1
3357,0,4400,900,X,1
3358,200,4400,900,X,1
3359,400,4400,900,X,1
3360,600,4400,900,X,1
3361,800,4400,900,X,1
3362,1000,4400,900,X,1
3363,1200,4400,900,X,1
3364,1400,4400,900,X,1
3365,1600,4400,900,X,1
3366,1800,4400,900,X,1
3367,2000,4400,900,X,1
3368,2200,4400,900,X,1
3369,2400,4400,900,X,1
3370,2600,4400,900,X,1
3371,2800,4400,900,X,1
3372,3000,4400,900,X,1
3373,3200,4400,900,X,1
3374,3400,4400,900,X,1
3375,3600,4400,900,X,1
3376,3800,4400,900,X,1
3377,4000,4400,900,X,1
3378,4200,4400,900,X,1
3379,0,4500,900,X,1
3380,200,4500,900,X,1
3381,400,4500,900,X,1
3382,600,4500,900,X,1
3383,800,4500,900,X,1
3384,1000,4500,900,X,1
3385,1200,4500,900,X,1
3386,1400,4500,900,X,1
3387,1600,4500,900,X,1
3388,1800,4500,900,X,1
3389,2000,4500,900,X,1
3390,2200,4500,900,X,1
3391,2400,4500,900,X,1
3392,2600,4500,900,X,1
3393,2800,4500,900,X,1
3394,3000,4500,900,X,1
3395,3200,4500,900,X,1
3396,3400,4500,900,X,1
3397,3600,4500,900,X,1
3398,3800,4500,900,X,1
3399,4000,4500,900,X,1
3400,4200,4500,900,X,1
3401,0,0,1000,X,1
3402,200,0,1000,X,1
3403,400,0,1000,X,1
3404,600,0,1000,X,1
3405,800,0,1000,X,1
3406,1000,0,1000,X,0
3407,1200,0,1000,X,0
3408,1400,0,1000,X,0
3409,1600,0,1000,X,0
3410,1800,0,1000,X,0
3411,2000,0,1000,X,1
3412,2200,0,1000,X,1
3413,2400,0,1000,X,1
3414,2600,0,1000,X,1
3415,2800,0,1000,X,1
3416,3000,0,1000,X,1
3417,3200,0,1000,X,1
3418,3400,0,1000,X,1
3419,3600,0,1000,X,1
3420,3800,0,1000,X,1
3421,4000,0,1000,X,1
3422,4200,0,1000,X,1
3423,0,100,1000,X,1
3424,200,100,1000,X,1
3425,400,100,1000,X,1
3426,600,100,1000,X,1
3427,800,100,1000,X,1
3428,1000,100,1000,X,0
3429,1200,100,1000,X,0
3430,1400,100,1000,X,0
3431,1600,100,1000,X,0
3432,1800,100,1000,X,0
3433,2000,100,1000,X,1
3434,2200,100,1000,X,1
3435,2400,100,1000,X,1
3436,2600,100,1000,X,1
3437,2800,100,1000,X,1
3438,3000,100,1000,X,1
3439,3200,100,1000,X,1
3440,3400,100,1000,X,1
3441,3600,100,1000,X,1
3442,3800,100,1000,X,1
3443,4000,100,1000,X,1
3444,4200,100,1000,X,1
3445,0,200,1000,X,1
3446,4200,200,1000,X,1
3447,0,300,1000,X,1
3448,4200,300,1000,X,1
3449,0,400,1000,X,1
3450,4200,400,1000,X,1
3451,0,500,1000,X,1
3452,4200,500,1000,X,1
3453,0,600,1000,X,1
3454,4200,600,1000,X,1
3455,0,700,1000,X,1
3456,4200,700,1000,X,1
3457,0,800,1000,X,1
3458,4200,800,1000,X,1
3459,0,900,1000,X,1
3460,4200,900,1000,X,1
3461,0,1000,1000,X,1
3462,4200,1000,1000,X,1
3463,0,1100,1000,X,1
3464,4200,1100,1000,X,1
3465,0,1200,1000,X,1
3466,4200,1200,1000,X,1
3467,0,1300,1000,X,1
3468,4200,1300,1000,X,1
3469,0,1400,1000,X,1
3470,4200,1400,1000,X,1
3471,0,1500,1000,X,1
3472,4200,1500,1000,X,1
3473,0,1600,1000,X,1
3474,4200,1600,1000,X,1
3475,0,1700,1000,X,1
3476,4200,1700,1000,X,1
3477,0,1800,1000,X,1
3478,4200,1800,1000,X,1
3479,0,1900,1000,X,1
3480,4200,1900,1000,X,1
3481,0,2000,1000,X,1
3482,4200,2000,1000,X,1
3483,0,2100,1000,X,1
3484,4200,2100,1000,X,1
3485,0,2200,1000,X,1
3486,4200,2200,1000,X,1
3487,0,2300,1000,X,1
3488,4200,2300,1000,X,1
3489,0,2400,1000,X,1
3490,4200,2400,1000,X,1
3491,0,2500,1000,X,1
3492,4200,2500,1000,X,1
3493,0,2600,1000,X,1
3494,4200,2600,1000,X,1
3495,0,2700,1000,X,1
3496,4200,2700,1000,X,1
3497,0,2800,1000,X,1
3498,4200,2800,1000,X,1
3499,0,2900,1000,X,1
3500,4200,2900,1000,X,1
3501,0,3000,1000,X,1
3502,4200,3000,1000,X,1
3503,0,3100,1000,X,1
3504,4200,3100,1000,X,1
3505,0,3200,1000,X,1
3506,4200,3200,1000,X,1
3507,0,3300,1000,X,1
3508,4200,3300,1000,X,1
3509,0,3400,1000,X,1
3510,4200,3400,1000,X,1
3511,0,3500,1000,X,1
3512,4200,3500,1000,X,1
3513,0,3600,1000,X,1
3514,4200,3600,1000,X,1
3515,0,3700,1000,X,1
3516,4200,3700,1000,X,1
3517,0,3800,1000,X,1
3518,4200,3800,1000,X,1
3519,0,3900,1000,X,1
3520,4200,3900,1000,X,1
3521,0,4000,1000,X,1
3522,4200,4000,1000,X,1
3523,0,4100,1000,X,1
3524,4200,4100,1000,X,1
3525,0,4200,1000,X,1
3526,4200,4200,1000,X,1
3527,0,4300,1000,X,1
3528,4200,4300,1000,X,1
3529,0,4400,1000,X,1
3530,200,4400,1000,X,1
3531,400,4400,1000,X,1
3532,600,4400,1000,X,1
3533,800,4400,1000,X,1
3534,1000,4400,1000,X,1
3535,1200,4400,1000,X,1
3536,1400,4400,1000,X,1
3537,1600,4400,1000,X,1
3538,1800,4400,1000,X,1
3539,2000,4400,1000,X,1
3540,2200,4400,1000,X,1
3541,2400,4400,1000,X,1
3542,2600,4400,1000,X,1
3543,2800,4400,1000,X,1
3544,3000,4400,1000,X,1
3545,3200,4400,1000,X,1
3546,3400,4400,1000,X,1
3547,3600,4400,1000,X,1
3548,3800,4400,1000,X,1
3549,4000,4400,1000,X,1
3550,4200,4400,1000,X,1
3551,0,4500,1000,X,1
3552,200,4500,1000,X,1
3553,400,4500,1000,X,1
3554,600,4500,1000,X,1
3555,800,4500,1000,X,1
3556,1000,4500,1000,X,1
3557,1200,4500,1000,X,1
3558,1400,4500,1000,X,1
3559,1600,4500,1000,X,1
3560,1800,4500,1000,X,1
3561,2000,4500,1000,X,1
3562,2200,4500,1000,X,1
3563,2400,4500,1000,X,1
3564,2600,4500,1000,X,1
3565,2800,4500,1000,X,1
3566,3000,4500,1000,X,1
3567,3200,4500,1000,X,1
3568,3400,4500,1000,X,1
3569,3600,4500,1000,X,1
3570,3800,4500,1000,X,1
3571,4000,4500,1000,X,1
3572,4200,4500,1000,X,1
3573,0,0,1100,X,1
3574,200,0,1100,X,1
3575,400,0,1100,X,1
3576,600,0,1100,X,1
3577,800,0,1100,X,1
3578,1000,0,1100,X,0
3579,1200,0,1100,X,0
3580,1400,0,1100,X,0
3581,1600,0,1100,X,0
3582,1800,0,1100,X,0
3583,2000,0,1100,X,1
3584,2200,0,1100,X,1
3585,2400,0,1100,X,1
3586,2600,0,1100,X,1
3587,2800,0,1100,X,1
3588,3000,0,1100,X,1
3589,3200,0,1100,X,1
3590,3400,0,1100,X,1
3591,3600,0,1100,X,1
3592,3800,0,1100,X,1
3593,4000,0,1100,X,1
3594,4200,0,1100,X,1
3595,0,100,1100,X,1
3596,200,100,1100,X,1
3597,400,100,1100,X,1
3598,600,100,1100,X,1
3599,800,100,1100,X,1
3600,1000,100,1100,X,0
3601,1200,100,1100,X,0
3602,1400,100,1100,X,0
3603,1600,100,1100,X,0
3604,1800,100,1100,X,0
3605,2000,100,1100,X,1
3606,2200,100,1100,X,1
3607,2400,100,1100,X,1
3608,2600,100,1100,X,1
3609,2800,100,1100,X,1
3610,3000,100,1100,X,1
3611,3200,100,1100,X,1
3612,3400,100,1100,X,1
3613,3600,100,1100,X,1
3614,3800,100,1100,X,1
3615,4000,100,1100,X,1
3616,4200,100,1100,X,1
3617,0,200,1100,X,1
3618,4200,200,1100,X,1
3619,0,300,1100,X,1
3620,4200,300,1100,X,1
3621,0,400,1100,X,1
3622,4200,400,1100,X,1
3623,0,500,1100,X,1
3624,4200,500,1100,X,1
3625,0,600,1100,X,1
3626,4200,600,1100,X,1
3627,0,700,1100,X,1
3628,4200,700,1100,X,1
3629,0,800,1100,X,1
3630,4200,800,1100,X,1
3631,0,900,1100,X,1
3632,4200,900,1100,X,1
3633,0,1000,1100,X,1
3634,4200,1000,1100,X,1
3635,0,1100,1100,X,1
3636,4200,1100,1100,X,1
3637,0,1200,1100,X,1
3638,4200,1200,1100,X,1
3639,0,1300,1100,X,1
3640,4200,1300,1100,X,1
3641,0,1400,1100,X,1
3642,4200,1400,1100,X,1
3643,0,1500,1100,X,1
3644,4200,1500,1100,X,1
3645,0,1600,1100,X,1
3646,4200,1600,1100,X,1
3647,0,1700,1100,X,1
3648,4200,1700,1100,X,1
3649,0,1800,1100,X,1
3650,4200,1800,1100,X,1
3651,0,1900,1100,X,1
3652,4200,1900,1100,X,1
3653,0,2000,1100,X,1
3654,4200,2000,1100,X,1
3655,0,2100,1100,X,1
3656,4200,2100,1100,X,1
3657,0,2200,1100,X,1
3658,4200,2200,1100,X,1
3659,0,2300,1100,X,1
3660,4200,2300,1100,X,1
3661,0,2400,1100,X,1
3662,4200,2400,1100,X,1
3663,0,2500,1100,X,1
3664,4200,2500,1100,X,1
3665,0,2600,1100,X,1
3666,4200,2600,1100,X,1
3667,0,2700,1100,X,1
3668,4200,2700,1100,X,1
3669,0,2800,1100,X,1
3670,4200,2800,1100,X,1
3671,0,2900,1100,X,1
3672,4200,2900,1100,X,1
3673,0,3000,1100,X,1
3674,4200,3000,1100,X,1
3675,0,3100,1100,X,1
3676,4200,3100,1100,X,1
3677,0,3200,1100,X,1
3678,4200,3200,1100,X,1
3679,0,3300,1100,X,1
3680,4200,3300,1100,X,1
3681,0,3400,1100,X,1
3682,4200,3400,1100,X,1
3683,0,3500,1100,X,1
3684,4200,3500,1100,X,1
3685,0,3600,1100,X,1
3686,4200,3600,1100,X,1
3687,0,3700,1100,X,1
3688,4200,3700,1100,X,1
3689,0,3800,1100,X,1
3690,4200,3800,1100,X,1
3691,0,3900,1100,X,1
3692,4200,3900,1100,X,1
3693,0,4000,1100,X,1
3694,4200,4000,1100,X,1
3695,0,4100,1100,X,1
3696,4200,4100,1100,X,1
3697,0,4200,1100,X,1
3698,4200,4200,1100,X,1
3699,0,4300,1100,X,1
3700,4200,4300,1100,X,1
3701,0,4400,1100,X,1
3702,200,4400,1100,X,1
3703,400,4400,1100,X,1
3704,600,4400,1100,X,1
3705,800,4400,1100,X,1
3706,1000,4400,1100,X,1
3707,1200,4400,1100,X,1
3708,1400,4400,1100,X,1
3709,1600,4400,1100,X,1
3710,1800,4400,1100,X,1
3711,2000,4400,1100,X,1
3712,2200,4400,1100,X,1
3713,2400,4400,1100,X,1
3714,2600,4400,1100,X,1
3715,2800,4400,1100,X,1
3716,3000,4400,1100,X,1
3717,3200,4400,1100,X,1
3718,3400,4400,1100,X,1
3719,3600,4400,1100,X,1
3720,3800,4400,1100,X,1
